content,label
"""kuhaka jathiyata kawadawath hoda de denna ba,un wenasa karala danawa owa,",0
Redda thama owa gana unta gahanna ona.,1
oyatrein eka ape minissu anthimata kakkussiyak karanawa eka suwar.,1
Ape minissu mewath winasa krai kisima hediyawak na ne.,0
Lankawe un kapu beepu ewa ethanama rena unt a mewa hariyaida.,1
Mewa kala dai dawasata dekata kohaka gon hathikarayakne rate inne.,1
Mewa hodata pavichchi kerapiyau moda haththa lankawe nama katha kerane moda harakta wadiyan.,1
 Thambila ohammmai kiyala comment ekakuth dekka paraya australia indan dapu ekek owata kalakirenawa.,1
atitudes bn..kaalakanni,1
Okun kawadaada hri weda kle.. Balu heththa...  ,1
board eke inne kuhaka horahaththa putha.,1
Rate tiyana nithiya nisai baya. Minissu udau karanta. Sir,0
Kiyanna kisima deyak ne Aiyye.respect karanw,0
Agayanna one a manussa kama obata budu saranai.,0
Matanam kootiyak dunnat policeya aunta udau karanna na.,0
Apage uththamacharaya depirisatama.,0
Kalaguna salakeema..uthum kriyawak..,0
Mu nikn ice age eke roodi wge modama hukannek.balu jaana.muge weraddk na ammage weradda.,1
Matara aya krunawantai.,0
polisiye me uthum kriyavata mage gauravaya.,0
Super kollo lankawe,0
"""Ape rate policiyata Hoda puhunuwak dunna nam lokaye Hodama eka wennath thibuna. Eth ape deshapalaka parayo owunta denne ballo nawanba, ganige sari Katta Gahanna wage weda. Issellama deshapalaka kalakanni Tika ayuda pennannz geniyanna ona""",1
Ammata siri wei .mu nikanuth gahana ekee .saamaanya minissu baageta marai mun.,0
 Ape police keeyatada ban inne unta number nadd?,0
A thama abhimanaya.eka police mahath horunta denna kramayak ne..ne..,0
Ehenam api thawath dada kanawa nokarana deewal walata.,0
Ape rate policiye unge badawal... duwagannawath pana naanee.,0
Akatanam apith kamathi.,0
Koheda 200 ganak rata kanawane.,0
Thawa aurudu siyakin withara balamu lankaee me widihata.,0
Ou eka tami mewage panuwan mat dekalane.,0
",""Oya oyata kala haki de kala,""""you are a great person """" I respect you sir,namuth oyata oyage jiwithaya nathi una,ekagana godak dukai"".",0
"""Oya oyata kala haki de kala,""""you are a great person """" I respect you sir,namuth oyata oyage jiwithaya nathi una,ekagana godak dukai"".",0
"""Oyata udaw karapu kolla mara kollek ,niyama manussayek , Namuth oyata unade gana godak dukai.""",0
Ara vaahane dora erala denna ekek naa.,0
Police niladarin sadahada hamuda puhunuwa aniwaraya kala yuthui.... thawada sema police sthanayak sadaha STF niladari dedenek diya uthui..,0
"""Niwan suwa lebewa ,,hospital akata aran yanna help karanna athanata ena aiya gena wisthara denmanm thama watinne , ,,mokada a aiya hoda deyak karapu nisa"".",0
Kosala uba wage ewunta policeye niladarain muna kerath waradi anika hamudawelata wage policeye ayath awurudu 22 pansen yanna dunanm iwarai.,0
Oba miyagiyada hada awadi nokala amana deeshapalakayin oba marademu un malapasu hadanagai. Oba ipadunee weradi rataka . Obata niwan suwa.,0
Niwan suwa pathanawa.hoda hithank thiyana aka manussayek hari hitapu aka gana sathutui udau karanna.,0
Me kole deiyo budun kiyla deyak thyanm oya ilaga athme ipadenne diwya loke sir..okun serma ikmnta akuloma yavi..... mulu ratema pathuma eka.,0
Boya apearatea ranakurin liyaweanawa mathmayo seama police niladariyakutama adarsayak samastha polisciyatama gurawayak obata ajaramara niwansuwa.,0
Wenadata wada Dan Apita sri lanka policiya gana wiswasayak Adarayak thiyenawa. Rata wenuwen janathawa wenuwen diwipudana obalata niwansuwa.,0
",""Niwan suwa ubata mcn,, as 2 ta kadulu inuwa, occhra minissu balan idddi ekama eka rattan kollek awit suranawa usala gannawa,, ubala wage minissu tama oni bn"".",0
OW VIDEO EKE HELMET EKA DALA MADDATA PANALA SATAN KARALA WEDI KANNE SURANGA..Duwala watenne eya nemee..Hospital Ussan yanneth surangawa neme nee..Cap eke da gaththu wayasaka kenawaneee.,0
Yahapaalanayen une rata chikaagowak wechcha eka vithari.,0
Veerayekuge nikma yaama.. Nivsn suwa labewa!,0
Mechchra uddayak wedditb ak polis ralahami wetharada hiteye.,0
Mechchra uddayak wedditb ak polis ralahami wetharada hiteye.,0
Pau deiane ..thaththa nathuwa e patau kohoma innada.,0
Sahoodaraya Uba gena apita godak aadambarayaki.,0
niyama weerayek obata niwansuwa.,0
Sebaama Manussakama...,0
obata ape uththamacharaya.,0
Mahinda carpet daddi ape unta onawune chandrikage kale wage walawal walata gal purawana wenasa.,0
Hithanna apa..mehema thama rata sanwardanaya karanne....2020 pathwena anduwata godak wada thiyenawa danatama.,0
Hithanna apa..mehema thama rata sanwardanaya karanne....2020 pathwena anduwata godak wada thiyenawa danatama.,0
Sithul pauwa katharagama .para kala vinasa karanne .R.DA ake aunmai oya vidihatama thara dala.,0
Ane magda merate wada kisima piliwalak na monhada karanne hamaekamabaull tama mewa palane karana kmniladaryage ida hama ekama gasgana kana eka vitarai tiyenne.,0
Yaha palaneta jaya wewa.,0
Hamuduruwana mamanamohoma thaniwela peththkata wela inn eka hondai kiyala hithanawa hebei daruwo gena hithala andanna honda neha paw ammala wege newei thathala.,0
Ne pau ane demaupiyanta daruwo ai mehema karanne. Thathea oyala budun deka niwan dakinawa.Kawada hari oyage daruwantath me iranamama aithi wei . Oyalata budu saranai.,0
"""Me wage mahalu madanweelata dan mama ththata,mona tharan gindarak hada thula dananawada amam thathth ta oya,dun duka,sasare gaawala nima karanna,ba ma hadata,danana wadanawa kiyanna ba,oyawage daruwanna me,athme vithari,""",0
Patta dukai mewa dakiddi,0
Taruwan saranai peyanani geraga ayurveda labawa Deviyan gama pehtai,0
EKA WENAWAMAI.......karaththa rodaya karakennase....ivasanna.,0
Me wage tindu nisa Nadukarayoth usaaviyata apahaasa karanawa.maha loku neethiya .meeta wada deval wenawa ati neda.gani allanna ati nadukarayata.naki kamata newei wada.,0
Ratata wadaath haanikara kauda?,0
Me geheniyage awasana kalaya hodata balaganna melowadeema pala vipaka lebenawa,0
Obata sathutuida den.Yahapalaneh Bauddhaya nethi karala danawa.Ape Sinhala un thawath unp ekata kade yamu.,0
Kohomath kattitama ona une oyawa sathutui karanna misak rata jathiya rakagana novena bawa api dannawa.,0
Budu himige sirurata garu kirimak nathi ganu....apita kìi denek baninawada.apinam samawa wenawa..budu dalamai samawa dime. Nithiyata wada budu dahamata anuwa ganu jiwath wenna oney.hamuduruwanee budu saranai.,0
Maruna data pansakule denna sagaruwanata aradana karnna puluwanda raddak adagena.,0
A unath neethiya nemune neththe syandya ta witarai.,0
Me gani baudayak nawe wanna ati aki ape hamudaruwonta mewage dayak kare.,0
Uda inna deviyo mewata daduwam denawA aniwarenma.,0
Maru wede ohoma wenna one pansalata wela banak bawanawak karan inne netuwa.,0
Siwrata paribawa karana yugayak.,0
Naduwa ahpu ekata sapavewa.,0
Me sinduva kochchr ahuwth epa wenne na..Maara lassanai..patta...ilove this song.,0
Ane wasanawantha you walk oba depalage jiviththya sarwppa karayenma diunuwen diunuwatama path wewe.,0
Eka eyalage satuta...e wagema anith wedinut e aya kranne eylge hitata labena satuta anuwa.. .araka grt anith wedin grt na kiynna Ba.,0
Jayen jayama wewaa.,0
Rellata noyaa jeevithe arutha hoyana minissu..,0
Niyamai suba mangalam,0
Rellata noyaa jeevithe arutha hoyana minissu..,0
Habai bonna dun nathi eka katha Wada Oya wedding ekata apu un kohomath pitin bonaw neh,0
Suba mangalam….Aniwaryen agaya kala uthu deyak..Budu saranai..,0
Menna jeewithaya arthavathwa gatha karanna uthsaha karna sabaama minissu.,0
Mas maluth natuwa tibbanan wade top... khma unath elaaa,0
Good work.namuth Chanda illanda yanda eppa,0
Agaya karann oni deyak,0
Adarhayak.garukaranawa.apita hitha hadan karanna bari wunu deyak kalata,0
Pora chande illai wge.,0
Aka patta bro.wada tiyanna uta gahuwanam tama.ath aualak na kalabala natiwa aka hodata una nisa.all the best sri lanakan polise.,0
Othanama ekek pocket gahuwoth thamaa patta seen eka.,0
Ara kolla tawa podden guti kanawa ..eta passe anun wenuwen udaukaranna gihin kelo gannawa.,0
Thevarapperuma othant awanm thama marum seen eka wenne.,0
Lankawe niliyo monwad menna….niliyo.,0
Kalekin policiye niyama vadak hoda padamak,0
Policiya wedakt athi wedak kalaamada manda.,0
Wedenam hodai kolla knawa thawa podden.... nngi oyath marai aaaa.,0
Minis samajaya godanegeemt weradarannata suba patum .,0
Honda wedak niyamaine,0
Ova kata kath hoda padm,0
Maru hoda nirmanathmaka idiripath kireemak,0
me jivethe gevana tikakale hri deval kaloth marenakal eva mathaka thiyevi.budu saranai.,0
Durlaba avasthawk. Lankawam mehema wenawanm kochchr lassand?,0
"Niyamai sir, loketa pennwann oni pinthura tikak.",0
Aya gunawat viruwan aqi agar karanna hapawatinma aqi aparayi,0
Apekm darshanaykr obathumaata anekawaarayk sthuti.,0
ape riyaduru mahaththurunam ara wasaka manussayage kaliwath hoyanna bariwenna choppa karala.,0
Lankawe Nam thama hon gahanawa.....ape minissunta puduma hadissiyak tiyenne pare yaddi..,0
Mm baya una ape ratevthda kiyal.,0
Malli karana wada nida ayyata pare bahala yanna baruwa athi.,0
rupawahiniya meratata hadunwadimata katauthu kala mul samajikayek. e wagema lankawe palamu pudgalika nalika athara multhana. obata garu karanawa. paksha walin apata wedak na.,0
Ohu daksa mahathmayek...telecasting subject ekata loku nihada meheyak kala kenek...,0
Dn api e hinda ranil 2020 janadipathi karann onida?,0
U hangila inne samajayata muna denna bari hinnda.,0
Horakm krn salli tikk mekat dunnanm mokd..,0
ITN ekath aragena methumata kare balawath asadaranayak.,0
Anna bene kohomat aru karana weda walata.,0
Mechara dawasak me aiya koheda hitiye.,0
Ane hukapn huththo thoge sinduwa ahuva vithrai ape balla aagiya athak naa. Seeyth hinawelam pana adinwa.,1
Bima pihidana kota cleaning staff 5k ma ethanata awe kohomada athpodi gasamin..eka welema.nikan ready wela hitaya wage. Anika office ekata ena Hama dawasakama eya phone ekakain video karanWada. Nice PR stunts..,0
Aatha thiya enakot rathu indian kaarayek wage…ela ela…,0
AD ekak kyla htenne mata wtrd,0
Outa wada hodai helmet nethuwa yanna .......komath hulan para wadinawane......nawa soya ganimak ,0
Deshappremi purawesiyeklu. Lankawen pita idn puka denwd danne na.,1
Wesa aduruwo huka*%#,1
Mmmm mt kiln kiyannoni….Ara wesa paki nirosha….Oki henama jela. Mn kiwwa amaata.,1
Kingsbary eke inne ammata hukana kari wesa ponnayo. Dena sewawak hriyt denne na.Hebai sewa gasthu tikanm hriyt aya kr gnnwa. Mewa gena kiyaddi admin mandale inn kari ponnayo tika apiwa block karnw.,1
Sudu thaaththi kiyapu katinm thmai wesa balla kiyanne.,1
Kingsbary eke inne ammata hukana kari wesa ponnayo. Twiter awith hena line allanne pala mage dehata nopeni.,1
Agamathikm Emathikm wesa ganu wage pimpiyant one one vidiyta vikinena rataknm Amerikawa thamai ithin.,1
Wesa mesan baasla ekka weda karann giyama thamai gewal hadana eka epa wenne.,1
Lankaweth innawa gabini mawak unath baduwk wge dakina maha wesa heththk..katu kamabi welak kosu mitaka othala pitipassen obanna one okunt haminenna.,1
Man twiter ekat apu podi kellek unanm..Wesa baduwa wge hema ekaa ekkm cake kann yanwa.. tea bonna yanawa vithrk nemei roomuth ynw..Honda welawat mm wge val adahas thiyena ekek kollek une..,1
"Aaa…dn trumpnui indiawaida pali? Munge $%^*&^%$ta wesa hawo rela,welawa hoyan hri aarthika loka vaartha tika munta pennanna ona lipi set ekath ekka.",1
"Minissu aathal eke innwat mn patta kemathi..hebai mn dann kiyana un kohewth inn gon wesa pakku ekka set wela magen aathal gannwt mn kematgi na..mn dena aathal wenai, mgen aathal gann eka wenai!",1
Ekek maasa gaane podi ekaa ekka koochchiyt penala. Thawa ekiyk maasa gaane podi ekaawa marala. Ekko mee wesa heththa daruwo nohada inna ona. Maha unge kaalakannikmvlt ara 6 hathara nodann un sansaaragatha paw.,1
Sannasgalage ammata kiyal thama kke kiyanda thiyenne..sinhala eun pakayo. Muslim eun mithuro.me wge wesa heththa thamai vargika getumvlt mula.,1
Veradi deta veradi kiwwata kotintanm kade yanne na mee pana thiynakm. Wesaballo.,1
Mee wesa ballo baalliyek dekka gmn paara haraha paninwa ahillak balillak nathuwa. Thwa podden eka ballige puthek paralowa yanwa vaaahane vadila.,1
"“Ammapa, indian wesa ballo ena ekat katak arinne na, methna enawa NSBM wahanna, gon yakku”",1
"“Uge ammata wesa haawa! Haa yako,Sinhala un inna thenvlin harawala dena wathura tika uthurata gihin Sinhala unta paawichchiyt gann barida?”",1
Ballan ekka nida gththama nagitinn wenne makko ekka..Wesa ganu ekka vaada krnn giyama wenneth okama thamai.,1
Ane menna mu jiwath una athi gahala marapiyau pollakin,1
Ane machanla hambi marapiyau sinhalaya marapiyau kiyna link mage Inbox ekt ewann epa plzzzzzz,1
"“““ Wareu menna valahek….,ape jaathiya vanda karnn apu valaha,marapiyau!gahapiyau!kotaapiyau!gini thiyapiyau!”””",1
"Gema molen gahnn barinm, vinasha krpiyau, kotapiyau,marapiyau.-pashchath naaki viplavakaruwange andoonawa.",1
Mava marapiyau..redda.. athi wela thiyenne mee jeevithe.,1
Ude idn FB indl twi awe dn ithin bolaala mawa marapiyau!,1
Mm ayahapth deyk karnwd?? Ehema karanwanm gahala marapiyau,1
Kotapiyau marapiyau kaa nogaha…..,1
Indiave deevara heththath enne lankave haalmessant kotanda.Marapiyau un.,1
Elakiri marapiyau ookunva.,1
Maava maranda balaana inn eun innavanm marapiyau mawa.. Loku udawwak!,1
List eke baagayakma inne dakune un.. eth un aathal..vihilu dannwa..E athare vihiluwak abbagaatha diyaluth innawa.nodakin kaalakanni…Sunamiyak waren kiyal post ekak demma…dakune u baya wela.,1
Ee lassna sinduwt kaalakanni video ekak gahala eka kannanm epa.,1
Dakune kiyanne ehem pitinma lat valak appiriyai okun okkoma handigaawila palako sunamiyakwath awith kaalakanni.nodakim lankawa kanne dakune un…-Kalakirunu bavak denemin.,1
Mee kaalakanni hinda thamai mee ratata kela wela thiyenne..Hri paalanyak nathi unam mehema thamai.Ranil athulu samanala kela thamai mekata pradaana hethuwa.,1
Maharaaja maadya jaalaya vahala daann..minissunge olu kaala indian magula purawala mee rata kaalakanni karal thiyenne sirasa athulu maharaja maadya jaalaya.,1
Api kaalakanni janathawak vannemu!,1
Peya gaank kaalakanni wenna yanne…,1
Toiyyange mole damann ona ale mun mechchra pehadiliva mewa kiylath ratak gena nositha anda kora bihiri vahallu wge ranil passé duvanavata. Anthimt #ri kaapu rilau wge viruwagena hitapiyau..!!kaalakanni sakkili ballo,1
Oya wge inn un tikm nethath unge duwa daruwo naththn lekamla thamai bahuthrayak awillainne wenas un enne na malaata.chandayak thibba kiyk wenasma un tikak awilla me rata hadnne na..peradunath list eken hri kaalakanni tika enawa..,1
"Please denwth hadiyalla…pahugiya paramparawe jaragathivlin denwth midiyalla.Kochchiyt naginn giyath porakanwa..Bankuwt giyath, beheth tika gann giyath polim penala iwaseema nathi kaalakanni wage hasirena..",1
Menna mee wele minissu samachchaleta lak krpu eke kaume thama munta paarawalallak wela awith kela une.Munta kela una eka gena mtnm thiyenne puduma sathutak.Kaalakanni para ballo.,1
"“Mm Sri lankikayku weema gena aadambara wemi. Lanka maaniyange daruweku weema gena athishaya uddaamayen sitimi. Kaalakanni piris kihipayak rate deshapaalanayata,jeewana rataawata wina kala pamanin, eyata mee uthum maathru boomiya pali netha.”",1
"“Kaalakanni raajapaksha maithri nadaya panna damimt peramunata aa janathaawata maage pranaamaya...!!!"""" Confused ... #lka #ConstitutionalCrisisSriLanka""",1
“Theater eka athule operation ekak karpu podi lamayekt sihiya enawa..podi ekaa sihiya aapu gmn ahuwe koo achchi kiyal..mokada eya awe achchi ekka..ethana hitapu nurse wesi ahuwa””Ai amma wikunalada?””kiyala..-karaapitiya ispirithaale kaalakanni wasangatha gaaniyek-“,1
Newsvl deshapaluwo katha karaddith yaka aawesa wenawa..mun wge kaalakanni hathikarayk..nodakin thuu..,1
Unuth kaalakanni wela apiwath krnw..kawadd yako digriya ganne..Unge eunwath neha senat eka yata..maha loku facultiya…,1
Mee anthare **** *** hinda nidahase pare brhala yann naa. Kaalakanni heththa.,1
Ane palayan ranjan oba gootabaya ekka heppenna…Uba maha moda minihek vithrai.,1
Mokadd bn ponna huththage wedak.. Yako oluwa kahanwnm naapan mala perethaya.,1
Issaraht shahshe packet ekak ei rs 10i kiyl. Tahukana ratk mekanm. Eka ekaa gahana game api bln innawa.,1
Page kaaraynt salli gewala market krw meke inna gon harak comment krnw. Comment krn eunt hambawena labbak naa.Iiiya….,1
Ubt bonna puluwnnm ekemma ee podi pakaya.,1
Aiyya pakaya wge kiyana eka wenta mee kiyl thiyenne..,1
Kauntaren dunna newei.Uthsawa aththikaaran loan hemoma panasdaaha ganne aru visipandaahak illana puruddta utath panahak dunna.Pakaya panahama aragena visipahakata vaarike daanwa maasa 3 ariyas unama denagththe,1
"“Mee ““deshapaalana pakaya””  hithaana innwa athi mee rate okkoma buva kiyn kiyn kathava vishwasa krgena buvaata seth pathna ““vahallu”” kiyl...Api kiynn kemathi… ““Vasantha, thoo mona pakshe unnath malath apata athi rudaawak netha.Thopi wge…” ",1
Thatte gaagena ful shave karan handa maama wge hitapnko pakaya novi.,1
Ata deken hukann puluwn kiyl hithn inn uttekta. Meke samahr pakayalatath therenne na.Joke ekak krl aathal eke inn. Un hithn inne minissu sm enne ganu hoynn vitharai kiyl. Puusige wethala. Ee pakaya danne na thaama..,1
Dawal film wgyk baagena giya data package ekm iwara wela dn hitpnko ithin pakaya wge maase iwarawenkal.,1
"“Johstan pakaya kiynw kathaanayakt chuu giyalu,Api dekka ooi prasann ranaweera wathura halanwa putuwe.Lejjai ooi lejjai.”",1
"“Dam rajinala bassawala epa unama anthimt dam pakaya,dam wesi ehema ennath bari naa onna”",1
Manussayek siyadivi nasaagththama ekt benala post daala ahinsaka podi lamai tikakge padakkam tikak dekkama eka bln inna baruwa ee lamainta siyadivi nasaagann hithena tharam ketha vidiyata post hadala daala likes hingaakana kaalakanni page adminla tika allala wena koheta hri gihin daanknm lankawanm hadann wenne na.,1
"Lingika avaywa mulkrgena hataganna kunuharpa,mewa ithiri kunuharpa saadeema sandaha daayaka we.Yoniya-huththa,kimba shishnaya=paka,paiya napunsaka=ponnaya huththa praanawaachi kireemen “huththa” saha “huththida” “”paka”” praanawachi kireemen “”pakaya”” da hatagani.",1
Koochchiya peni peni duvala awith ticket illuwam kauntere pakaya rupiyalak adui kiyl ticket eka nodi letuwa..Koochchiya miss una.Peyak methane inna ona ilanga ekata.,1
Karakaareta bendanm mein mathu hikuwanam pakaya see sitiya yuthu kiyala puraana rishivaru puskola pothvl liwwe kata kahanawata neme aayubowanda…!,1
"“Meh ahandako,pakaya kiyna eka hadila thiyenne fuck you kiyna ekenda danne nane?”",1
Kauda huththo duuriyan aran bus ekta negga pakaya,1
Ara sivaajilingam kiyana pakaya ethakot jaathiwaadi nadda? Apita thama eka ekaa redda ussan enne.,1
"Kari ponnaya hukawagnn hadanne…pakaya, renna thiyana puka denne nathuw hitapn hujja podi ekaa.",1
Pakaya salary daala naane.,1
"“Galkisse silver wok eke innawa thatta naakiyek(ow tharahata kiyanne). E parayata sinhalen monaa hri kiwwth engrisiyen uththra denne. U hithan innawa kade kashier wade kalaata,engrisi tikk kiyewwm u hena loku porak kiyl api hithai kiyala. Ane uge loku ! gon pakaya ”",1
Iya huththo mee musical showvl announce krn unge ketha..Ara suraweera kiyl ITN eke nayata kahina pakaya penna ba mt.. U sinduwa kiyna ekaatath sindu ugannanawa.,1
Thopi mehema trip ynwnm langa paatha inna mee apitath kiyl palayau.,1
Sathrawaram devi naamayen palayau agamathi ranil wickckcramasingha galled kiyai-SIRI GOSSIP,1
Exam neda? Palayau yann.,1
Oya bandinawa kiya kiya inna eunta kiynne apita wedding kiynna mahansi novi penala palayau sedda….,1
Policiytath miris kudu gahuva..Kaalakanni wesige puthala palayau kade okunta..Avith sathiyai..maasayak giyoth mona karaida?,1
Mahindath epa.! raniluth epa.! Sirisenath epa.!thopi ekekwath epa.!makabaavila palayau…,1
Gahapalla niyanga thiyna pathivl ground cricket match okkoma aran palayau ee groundvlt maha wesi wahivi…Seetha sulan hamaawi..niyanga pahawa yaawi..matchnm gahanawa boru,1
